Batch_ID,Region,Distributor_ID,Drug_Category,Distributor_Credibility_Score,Active_Ingredient_Pct,Storage_Temp_Deviation,Packaging_Discrepancy_Flag,Unit_Price_Discount_Pct,Is_Counterfeit
B103768,Central,D13,Vaccine,0.96,98.9,2.1,0,0.0,0
B103769,South,D09,Antidiabetic,0.28,102.7,0.3,0,0.0,0
B103770,Central,D16,Antibiotic,0.13,82.0,4.6,1,,1
B103771,East,D20,Analgesic,0.95,99.6,0.9,0,6.9,0
B103772,West,D21,Cardiac,0.96,103.9,1.4,0,7.7,0
B103773,Central,D13,Analgesic,0.96,99.7,6.6,0,7.5,0
B103774,East,D20,Antibiotic,0.9,102.2,0.4,0,0.0,0
B103775,North-East,D12,Vaccine,0.62,100.5,2.3,0,8.7,0
B103776,West,D11,Analgesic,0.76,104.3,1.3,0,3.1,0
B103777,West,D21,Analgesic,0.82,101.7,1.7,0,8.9,0
B103778,South,D09,Analgesic,0.32,92.8,2.4,0,6.3,0
B103779,North,D10,Analgesic,0.88,99.6,3.9,0,0.0,0
B103780,North,D07,Vaccine,0.68,85.0,2.5,1,29.8,1
B103781,North-East,D12,Analgesic,0.69,98.4,0.8,0,11.8,0
B103782,Central,D13,Antibiotic,0.86,97.0,9.3,0,13.9,0
B103783,Central,D16,Antidiabetic,0.19,100.7,1.1,0,0.0,0
B103784,North,D10,Cardiac,0.85,98.8,,0,2.7,0
B103785,East,D05,Analgesic,0.6,98.8,0.6,0,4.9,0
B103786,West,D21,Cardiac,0.89,99.8,0.0,0,16.2,0
B103787,Central,D08,Antibiotic,0.71,100.1,0.3,0,11.3,0
B103788,East,D22,Vaccine,0.77,100.0,0.5,0,0.0,0
B103789,East,D05,Analgesic,0.5,103.8,2.5,0,11.4,0
B103790,Central,D13,Analgesic,0.77,101.5,4.8,0,16.9,0
B103791,Central,D13,Cardiac,0.87,104.6,0.1,0,9.5,0
B103792,East,D20,Antidiabetic,1.0,99.0,3.2,0,2.6,0
B103793,East,D04,Vaccine,0.75,101.7,0.4,0,13.9,0
B103794,East,D22,Vaccine,0.77,99.2,0.7,0,9.3,0
B103795,Central,D13,Analgesic,0.87,98.8,17.3,0,6.3,0
B103796,Central,D14,Vaccine,0.48,104.7,2.6,0,14.3,0
B103797,North-East,D12,Antibiotic,0.6,98.3,1.2,0,8.0,0
B103798,North,D01,Antidiabetic,0.61,95.1,,0,8.6,0
B103799,North-East,D12,Cardiac,0.58,91.1,5.5,0,14.0,0
B103800,North-East,D06,Antidiabetic,0.67,95.6,9.6,0,4.5,0
B103801,Central,D08,Antibiotic,0.7,68.3,6.1,0,19.7,1
B103802,Central,D16,Antibiotic,0.16,98.1,0.9,0,10.3,0
B103803,North-East,D12,Analgesic,0.78,100.1,2.3,0,18.9,0
B103804,West,D03,Antidiabetic,0.65,95.5,4.3,0,0.0,0
B103805,Central,D02,Antibiotic,0.76,102.6,1.4,0,13.1,0
B103806,East,D05,Antibiotic,0.59,95.9,,0,8.2,0
B103807,East,D05,Antibiotic,0.58,99.7,0.7,0,4.3,0
B103808,Central,D15,Cardiac,0.64,99.3,0.6,0,3.5,0
B103809,East,D04,Cardiac,0.81,101.8,2.9,0,14.3,0
B103810,West,D21,Cardiac,0.85,100.8,0.6,0,12.8,0
B103811,East,D05,Antibiotic,0.64,102.6,3.7,0,0.7,0
B103812,West,D03,Cardiac,0.64,89.2,,0,10.1,0
B103813,West,D21,Analgesic,0.8,99.0,4.1,0,17.6,0
B103814,North,D07,Antibiotic,0.81,100.9,4.6,0,,0
B103815,North,D10,Vaccine,0.87,102.3,1.4,0,0.0,0
B103816,South,D23,Analgesic,0.84,83.2,0.7,0,12.5,0
B103817,South,D23,Vaccine,0.75,100.7,4.5,0,0.0,0
B103818,West,D17,Antidiabetic,0.74,100.5,0.3,0,9.5,0
B103819,Central,D02,Analgesic,0.75,99.9,1.2,0,2.8,0
B103820,Central,D14,Vaccine,0.54,100.9,0.3,0,10.8,0
B103821,North-East,D24,Cardiac,0.27,104.5,2.3,0,3.3,0
B103822,South,D23,Cardiac,0.8,99.5,0.8,0,0.7,0
B103823,West,D03,Antibiotic,0.63,99.2,1.2,0,10.2,0
B103824,North,D10,Analgesic,0.95,99.0,0.0,0,8.8,0
B103825,North,D07,Antibiotic,0.79,100.9,6.3,0,13.8,0
B103826,West,D03,Vaccine,0.75,95.3,,1,4.3,0
B103827,West,D17,Cardiac,0.78,99.7,4.9,0,0.0,0
B103828,North,D07,Analgesic,0.79,101.9,3.0,0,12.7,0
B103829,Central,D08,Vaccine,0.67,98.8,2.5,0,18.1,0
B103830,Central,D02,Antibiotic,0.61,100.4,2.3,0,4.0,0
B103831,North-East,D12,Analgesic,0.73,91.9,1.2,0,11.4,0
B103832,East,D04,Vaccine,0.85,100.7,0.6,0,5.8,0
B103833,North,D10,Antidiabetic,0.85,95.1,5.3,0,21.5,0
B103834,East,D04,Analgesic,0.77,96.9,0.5,0,4.3,0
B103835,South,D23,Antidiabetic,0.75,99.4,1.0,0,7.7,0
B103836,East,D04,Vaccine,0.91,98.2,27.8,0,0.0,0
B103837,North-East,D12,Cardiac,0.76,100.2,10.6,0,19.0,0
B103838,East,D05,Antibiotic,0.49,99.4,1.1,0,4.3,0
B103839,Central,D02,Vaccine,0.78,102.6,1.3,0,17.1,0
B103840,East,D05,Antibiotic,0.53,97.6,,0,3.3,0
B103841,Central,D02,Antibiotic,0.73,99.5,0.1,0,7.4,0
B103842,East,D04,Antidiabetic,0.96,100.5,0.8,0,,0
B103843,North-East,D12,Cardiac,0.63,100.8,0.7,0,1.5,0
B103844,Central,D16,Analgesic,0.26,100.3,4.0,0,5.9,0
B103845,Central,D02,Analgesic,0.76,94.7,1.7,0,7.0,0
B103846,West,D11,Analgesic,0.75,100.2,2.0,0,5.4,1
B103847,Central,D14,Analgesic,0.54,99.7,2.6,0,0.0,0
B103848,North-East,D06,Cardiac,0.61,101.9,0.4,0,,0
B103849,South,D09,Analgesic,0.24,99.3,9.8,0,27.5,1
B103850,Central,D02,Cardiac,0.82,100.5,6.4,0,5.6,0
B103851,East,D05,Vaccine,0.6,100.7,2.5,0,0.0,0
B103852,West,D11,Antidiabetic,0.83,103.0,0.8,0,14.3,0
B103853,North-East,D24,Antibiotic,0.06,102.5,0.9,0,16.6,0
B103854,North-East,D24,Vaccine,0.32,100.6,0.5,0,12.1,0
B103855,North-East,D24,Antidiabetic,0.3,104.7,2.4,0,4.7,0
B103856,North,D10,Antibiotic,0.83,98.6,1.7,0,,0
B103857,Central,D02,Antibiotic,0.78,97.4,0.3,0,6.2,0
B103858,Central,D08,Vaccine,0.77,100.0,3.2,0,7.6,0
B103859,North-East,D06,Analgesic,0.64,99.2,5.9,0,11.4,0
B103860,North,D01,Antidiabetic,0.68,94.6,0.2,0,10.8,0
B103861,West,D03,Cardiac,0.78,98.6,2.4,0,0.0,0
B103862,West,D11,Analgesic,0.8,100.8,1.3,0,12.6,0
B103863,Central,D08,Antidiabetic,0.79,99.9,0.1,0,10.7,0
B103864,East,D04,Analgesic,0.88,98.3,,0,,0
B103865,West,D17,Antidiabetic,0.85,100.1,10.9,0,1.2,0
B103866,Central,D08,Antibiotic,0.82,100.3,2.8,0,8.4,0
B103867,West,D21,Analgesic,0.82,101.6,,0,9.3,0
B103868,North-East,D06,Antibiotic,0.65,98.6,4.1,0,0.3,0
B103869,Central,D13,Antibiotic,0.88,101.9,2.0,0,8.4,0
B103870,East,D05,Cardiac,0.64,97.6,5.2,0,,0
B103871,North-East,D12,Antibiotic,0.72,98.9,3.7,0,14.0,0
B103872,East,D04,Analgesic,0.81,103.7,2.0,0,7.2,0
B103873,East,D04,Cardiac,0.99,97.7,1.1,0,0.0,0
B103874,Central,D15,Antibiotic,0.59,98.6,1.7,1,9.8,0
B103875,North-East,D06,Analgesic,0.63,97.2,0.6,0,0.0,0
B103876,East,D04,Cardiac,0.81,98.2,0.2,0,2.1,0
B103877,South,D23,Antidiabetic,0.92,100.3,1.2,0,0.0,0
B103878,North,D01,Vaccine,0.71,87.7,3.0,0,11.5,0
B103879,Central,D13,Antidiabetic,0.82,100.0,3.3,0,0.4,0
B103880,Central,D13,Cardiac,0.86,99.3,8.4,0,15.0,0
B103881,North-East,D06,Cardiac,0.55,97.3,0.5,0,0.0,0
B103882,West,D11,Vaccine,0.74,98.4,1.0,0,0.0,0
B103883,Central,D02,Cardiac,0.72,96.6,0.7,0,,0
B103884,North,D18,Cardiac,0.76,101.6,5.3,0,0.0,0
B103885,East,D05,Vaccine,0.54,101.8,0.1,0,17.2,0
B103886,East,D05,Antidiabetic,0.55,99.9,6.0,0,3.2,1
B103887,North,D07,Antidiabetic,0.72,101.0,2.0,0,16.1,0
B103888,East,D22,Analgesic,0.67,101.9,5.2,0,5.9,0
B103889,East,D20,Cardiac,0.95,100.2,1.4,0,10.5,0
B103890,South,D23,Analgesic,0.84,103.1,2.3,0,4.3,0
B103891,Central,D16,Cardiac,0.23,,0.7,0,24.6,0
B103892,Central,D16,Cardiac,0.22,99.2,1.7,0,0.0,0
B103893,West,D11,Antibiotic,0.85,99.0,,1,0.0,0
B103894,East,D22,Antibiotic,0.83,101.4,3.6,0,9.8,0
B103895,North-East,D12,Vaccine,0.82,96.8,1.2,0,0.8,0
B103896,Central,D08,Antidiabetic,0.94,98.1,,0,9.4,0
B103897,Central,D15,Vaccine,0.61,101.2,0.4,0,7.5,0
B103898,Central,D13,Antidiabetic,0.74,103.9,14.1,0,4.3,0
B103899,West,D03,Analgesic,0.69,99.9,1.4,0,5.2,0
B103900,North,D10,Vaccine,0.87,98.8,3.6,1,10.9,0
B103901,North,D07,Antidiabetic,0.78,101.4,0.5,0,5.5,0
B103902,West,D21,Analgesic,0.87,102.3,0.2,0,6.9,0
B103903,South,D09,Vaccine,0.23,84.5,7.0,1,35.4,1
B103904,East,D20,Antibiotic,0.89,95.6,2.5,0,19.4,0
B103905,West,D11,Antibiotic,0.72,96.0,0.9,0,17.2,0
B103906,North,D18,Antibiotic,0.79,100.6,1.0,0,0.0,0
B103907,West,D03,Vaccine,0.74,103.4,1.0,0,8.0,0
B103908,East,D22,Analgesic,0.74,97.1,4.3,0,2.3,0
B103909,West,D11,Vaccine,0.74,99.4,0.1,1,0.0,0
B103910,North-East,D06,Antibiotic,0.63,99.2,0.6,0,0.0,0
B103911,North-East,D06,Vaccine,0.58,104.2,1.3,0,5.7,0
B103912,North-East,D06,Analgesic,0.66,105.0,5.9,0,6.3,0
B103913,South,D09,Antidiabetic,0.19,100.9,1.0,0,17.5,0
B103914,West,D17,Vaccine,0.71,102.0,0.6,0,,0
B103915,South,D23,Antibiotic,0.82,101.9,0.6,0,11.4,0
B103916,Central,D16,Analgesic,0.21,97.2,0.7,0,13.2,0
B103917,Central,D13,Antidiabetic,0.82,101.5,9.6,0,14.0,0
B103918,West,D11,Cardiac,0.84,97.8,,0,11.4,0
B103919,East,D20,Cardiac,1.0,99.6,,0,17.7,0
B103920,West,D21,Antidiabetic,0.79,102.5,0.2,1,0.0,0
B103921,North,D07,Analgesic,0.87,100.2,5.6,0,4.6,0
B103922,South,D23,Antidiabetic,0.66,102.4,5.7,0,3.6,0
B103923,North,D10,Antibiotic,0.9,102.9,0.6,0,4.1,0
B103924,East,D20,Cardiac,0.88,96.1,4.1,0,6.9,0
B103925,South,D23,Antidiabetic,0.86,95.2,12.4,0,19.4,1
B103926,West,D17,Antidiabetic,0.72,102.6,0.2,0,14.3,0
B103927,East,D04,Analgesic,0.85,102.6,4.8,0,16.6,0
B103928,Central,D14,Cardiac,0.41,100.6,0.3,0,7.5,0
B103929,West,D03,Antibiotic,0.68,100.9,0.9,0,7.1,0
B103930,North-East,D19,Analgesic,0.21,103.2,7.9,0,43.7,1
B103931,North,D07,Vaccine,0.77,101.9,7.9,0,11.0,0
B103932,West,D17,Analgesic,0.9,88.9,68.5,0,11.5,1
B103933,East,D22,Cardiac,0.75,102.1,2.9,0,24.2,0
B103934,East,D04,Vaccine,0.94,99.2,1.3,0,12.1,0
B103935,North,D10,Antibiotic,0.74,100.5,0.6,0,2.5,0
B103936,Central,D16,Vaccine,0.17,100.4,2.8,0,3.1,0
B103937,North,D10,Cardiac,0.8,91.0,0.3,0,13.9,0
B103938,East,D04,Cardiac,0.94,98.4,3.8,0,13.3,0
B103939,North,D01,Cardiac,0.71,104.9,22.2,0,14.9,0
B103940,North,D10,Antibiotic,0.71,98.0,1.2,0,11.6,0
B103941,Central,D16,Cardiac,0.11,100.8,3.0,0,0.7,0
B103942,Central,D14,Cardiac,0.4,101.3,14.5,0,18.8,0
B103943,East,D04,Antibiotic,0.91,99.9,0.1,0,,0
B103944,West,D11,Vaccine,0.8,101.5,4.2,0,5.3,0
B103945,South,D09,Analgesic,0.23,100.7,0.3,0,10.6,0
B103946,North,D07,Vaccine,0.75,98.1,0.8,0,9.3,0
B103947,North,D18,Antibiotic,0.85,81.9,0.7,1,41.6,1
B103948,North,D07,Antibiotic,0.71,98.8,5.8,0,0.0,0
B103949,Central,D13,Antibiotic,0.9,103.8,0.7,0,12.0,0
B103950,East,D22,Antibiotic,0.79,100.9,0.8,0,0.0,0
B103951,Central,D13,Vaccine,0.86,98.5,5.2,0,3.8,0
B103952,Central,D15,Cardiac,0.74,100.8,8.0,0,20.0,0
B103953,Central,D02,Analgesic,0.75,98.0,5.8,0,10.9,0
B103954,East,D04,Analgesic,0.88,100.6,0.9,0,10.7,0
B103955,West,D03,Cardiac,0.61,99.5,0.5,0,5.9,0
B103956,North-East,D19,Analgesic,0.14,,0.6,0,0.0,0
B103957,East,D20,Antibiotic,0.99,98.2,3.0,0,10.9,0
B103958,East,D05,Antibiotic,0.54,105.4,1.8,0,11.5,0
B103959,East,D05,Antibiotic,0.56,100.2,3.7,0,13.6,0
B103960,Central,D08,Analgesic,0.75,99.1,0.7,0,5.3,0
B103961,Central,D14,Analgesic,0.51,76.0,0.6,1,12.0,1
B103962,Central,D15,Vaccine,0.72,101.0,8.2,0,12.0,0
B103963,West,D17,Analgesic,0.71,98.6,3.2,0,0.0,0
B103964,East,D22,Antidiabetic,0.82,97.6,2.1,1,13.7,0
B103965,North,D07,Vaccine,0.68,95.7,4.0,0,6.9,0
B103966,Central,D16,Analgesic,0.2,99.9,,0,10.1,0
B103967,Central,D13,Analgesic,0.85,99.1,0.5,0,24.2,0
B103968,North,D07,Cardiac,0.75,98.0,0.5,0,6.1,0
B103969,East,D22,Cardiac,0.78,99.1,0.2,0,9.0,0
B103970,West,D03,Cardiac,0.65,99.0,10.4,0,8.2,0
B103971,West,D17,Antibiotic,0.81,98.7,1.3,0,0.0,0
B103972,North,D18,Analgesic,0.81,79.4,4.2,1,28.4,1
B103973,East,D22,Cardiac,0.73,104.9,7.3,0,0.0,0
B103974,North-East,D12,Vaccine,0.74,102.9,2.4,0,13.3,0
B103975,Central,D08,Antidiabetic,0.77,104.3,1.4,0,3.2,0
B103976,East,D20,Vaccine,0.97,98.8,,0,2.8,0
B103977,North-East,D19,Analgesic,0.19,87.2,,1,16.8,0
B103978,North-East,D12,Analgesic,0.74,,2.2,0,0.0,0
B103979,North-East,D19,Analgesic,0.14,108.0,15.6,0,56.0,1
B103980,North-East,D06,Cardiac,0.58,101.0,5.3,0,0.3,0
B103981,Central,D14,Antibiotic,0.37,,2.3,0,42.3,1
B103982,West,D21,Analgesic,0.84,101.6,2.3,0,6.5,0
B103983,North,D07,Analgesic,0.85,101.1,1.3,0,16.6,0
B103984,North-East,D12,Antidiabetic,0.68,89.6,2.2,0,13.1,0
B103985,South,D23,Analgesic,0.6,99.7,,0,4.2,0
B103986,East,D20,Antidiabetic,0.98,101.9,18.2,0,6.9,0
B103987,East,D22,Antidiabetic,0.82,88.6,7.7,0,4.2,0
B103988,South,D09,Vaccine,0.23,101.0,0.6,0,0.0,0
B103989,North-East,D24,Antidiabetic,0.35,98.3,0.4,0,0.7,0
B103990,East,D04,Antidiabetic,0.89,100.6,3.4,0,9.9,0
B103991,North-East,D12,Vaccine,0.62,99.8,0.6,0,2.9,0
B103992,West,D11,Analgesic,0.83,99.6,5.1,0,7.6,1
B103993,East,D20,Vaccine,0.85,98.5,1.2,0,0.9,0
B103994,East,D22,Analgesic,0.77,102.0,1.2,0,13.5,0
B103995,North,D18,Antibiotic,0.79,88.5,1.3,1,19.8,1
B103996,Central,D15,Cardiac,0.67,100.5,,0,18.9,0
B103997,North,D10,Analgesic,0.85,104.5,1.2,0,17.5,0
B103998,North-East,D12,Analgesic,0.74,101.0,2.2,1,1.5,0
B103999,North-East,D12,Antibiotic,0.73,102.6,,0,2.0,0
B104000,North,D01,Cardiac,0.74,100.6,3.2,0,10.5,0
B104001,North-East,D12,Analgesic,0.56,80.5,5.0,1,7.0,1
B104002,West,D21,Analgesic,0.75,97.0,0.6,1,13.5,1
B104003,West,D17,Vaccine,0.79,100.5,1.4,0,5.6,0
B104004,East,D20,Antibiotic,0.93,94.1,3.4,0,14.4,0
B104005,South,D09,Analgesic,0.21,100.6,3.3,0,14.6,0
B104006,Central,D13,Antidiabetic,0.99,100.7,0.1,0,5.9,0
B104007,North,D01,Antibiotic,0.7,99.5,2.2,0,0.0,0
B104008,South,D09,Cardiac,0.28,99.8,3.9,0,15.1,1
B104009,West,D11,Antibiotic,0.81,97.2,0.5,0,3.7,0
B104010,North-East,D06,Cardiac,0.6,103.0,2.4,0,7.8,0
B104011,North,D01,Antibiotic,0.85,99.3,0.2,0,7.0,0
B104012,West,D17,Analgesic,0.72,97.9,0.9,0,10.7,0
B104013,North,D10,Vaccine,0.8,101.2,0.9,0,,0
B104014,North,D10,Antibiotic,0.78,100.2,3.8,0,0.2,0
B104015,North-East,D06,Vaccine,0.69,99.2,1.7,0,9.1,0
B104016,Central,D13,Vaccine,0.92,99.0,3.3,1,13.8,0
B104017,West,D11,Analgesic,0.72,100.0,1.0,0,7.1,0
B104018,West,D11,Antidiabetic,0.7,103.0,7.8,1,7.1,0
B104019,Central,D14,Analgesic,0.54,58.9,12.5,0,45.9,1
B104020,North,D01,Antidiabetic,0.72,99.9,1.0,0,11.6,0
B104021,East,D22,Analgesic,0.85,95.0,3.9,0,12.1,0
B104022,Central,D02,Antibiotic,0.74,100.1,0.6,0,7.2,0
B104023,West,D11,Antibiotic,0.79,100.9,0.7,0,1.2,0
B104024,East,D05,Analgesic,0.54,100.3,0.2,0,8.6,0
B104025,North-East,D12,Vaccine,0.62,101.3,1.6,0,9.2,0
B104026,North,D07,Antidiabetic,0.77,99.0,,0,,0
B104027,West,D21,Cardiac,0.76,97.5,1.0,0,0.4,0
B104028,North,D10,Analgesic,0.87,102.0,2.0,0,9.8,0
B104029,Central,D15,Analgesic,0.76,103.3,3.6,0,9.1,0
B104030,North-East,D06,Vaccine,0.65,97.6,1.6,0,10.9,0
B104031,North,D01,Analgesic,0.74,100.4,1.6,0,7.0,0
B104032,North,D10,Antibiotic,0.83,99.0,1.2,0,17.0,0
B104033,Central,D13,Antibiotic,0.97,101.9,1.4,0,8.0,0
B104034,West,D11,Vaccine,0.81,100.5,0.1,0,17.8,0
B104035,South,D23,Antibiotic,0.89,107.3,2.5,0,9.6,0
B104036,West,D17,Cardiac,0.86,99.3,5.6,0,0.0,0
B104037,North-East,D24,Antibiotic,0.28,103.4,,0,13.9,1
B104038,North,D07,Antibiotic,0.8,93.4,0.6,0,5.5,0
B104039,North-East,D19,Antidiabetic,0.15,101.2,0.0,0,4.9,0
B104040,Central,D13,Antidiabetic,0.8,100.1,0.5,0,15.3,0
B104041,Central,D15,Analgesic,0.65,100.2,2.0,0,0.0,0
B104042,North-East,D24,Analgesic,0.21,100.0,0.4,0,0.0,0
B104043,Central,D16,Cardiac,0.18,55.4,11.7,0,41.9,1
B104044,East,D22,Antibiotic,0.75,98.1,2.1,0,10.1,0
B104045,North,D18,Analgesic,0.72,99.6,0.6,0,14.1,0
B104046,West,D03,Antibiotic,0.7,99.4,0.6,0,9.0,0
B104047,West,D17,Analgesic,0.77,96.2,0.3,0,0.0,0
B104048,North-East,D12,Antidiabetic,0.73,101.9,1.0,0,1.2,0
B104049,East,D22,Cardiac,0.89,102.3,0.9,0,0.0,0
B104050,East,D20,Antidiabetic,0.96,98.6,3.5,0,0.0,0
B104051,West,D03,Cardiac,0.65,80.0,7.5,1,10.2,1
B104052,West,D03,Analgesic,0.73,96.5,0.6,0,11.6,0
B104053,Central,D02,Cardiac,0.74,86.6,3.9,1,19.6,1
B104054,North-East,D12,Cardiac,0.64,99.7,0.8,0,11.5,0
B104055,Central,D02,Analgesic,0.69,100.2,0.7,0,4.1,0
B104056,North,D18,Vaccine,0.78,100.2,2.3,0,15.6,0
B104057,Central,D13,Analgesic,0.86,99.8,0.5,0,6.5,0
B104058,East,D20,Vaccine,0.98,99.1,1.3,0,8.4,0
B104059,North,D07,Analgesic,0.81,99.8,6.5,0,3.4,0
B104060,North-East,D12,Antibiotic,0.77,93.6,1.8,0,6.3,0
B104061,West,D03,Analgesic,0.73,98.7,2.2,0,5.1,0
B104062,East,D22,Antibiotic,0.79,105.0,1.3,0,0.0,0
B104063,East,D04,Vaccine,0.83,,2.0,0,12.5,0
B104064,West,D03,Analgesic,0.63,100.5,3.3,0,9.2,0
B104065,East,D05,Antibiotic,0.49,101.3,4.3,0,13.6,0
B104066,East,D20,Antidiabetic,0.89,99.4,0.2,0,3.1,0
B104067,West,D03,Analgesic,0.54,103.0,0.5,0,12.9,0
B104068,Central,D15,Vaccine,0.66,101.2,0.6,0,0.0,0
B104069,North,D18,Antibiotic,0.9,91.5,0.1,0,11.8,0
B104070,North,D18,Cardiac,0.83,103.0,3.3,0,12.7,0
B104071,East,D05,Analgesic,0.5,97.8,1.6,0,0.7,0
B104072,Central,D02,Analgesic,0.76,98.8,2.3,0,15.8,0
B104073,West,D11,Antibiotic,0.64,101.2,1.9,0,18.9,0
B104074,East,D05,Cardiac,0.54,101.8,11.0,0,4.0,0
B104075,West,D17,Antidiabetic,0.85,100.7,2.9,0,18.1,0
B104076,Central,D08,Vaccine,0.75,99.7,1.7,1,0.0,0
B104077,West,D11,Antibiotic,0.65,99.4,7.1,0,7.0,0
B104078,West,D03,Antibiotic,0.67,102.5,1.5,0,0.0,0
B104079,Central,D13,Antibiotic,0.95,100.5,3.9,0,14.5,0
B104080,East,D05,Cardiac,0.54,98.1,0.8,0,0.0,0
B104081,West,D17,Antidiabetic,0.69,44.5,6.1,0,28.8,1
B104082,Central,D02,Antidiabetic,0.88,103.3,1.4,0,9.8,0
B104083,North-East,D24,Cardiac,0.21,78.0,2.4,0,26.6,1
B104084,West,D17,Antibiotic,0.76,100.6,,0,5.2,0
B104085,East,D04,Antidiabetic,0.79,103.0,0.2,0,9.0,0
B104086,North,D01,Vaccine,0.63,101.2,1.9,0,20.3,0
B104087,Central,D08,Vaccine,0.73,98.3,,0,1.3,0
B104088,East,D04,Cardiac,0.89,97.8,3.5,0,1.1,0
B104089,East,D05,Antibiotic,0.6,104.1,1.2,0,15.6,0
B104090,West,D21,Cardiac,0.8,97.7,3.1,0,9.6,0
B104091,Central,D15,Antidiabetic,0.66,98.8,6.4,0,18.0,0
B104092,East,D04,Cardiac,0.88,100.8,1.5,0,0.0,0
B104093,Central,D13,Cardiac,0.9,99.5,1.1,0,0.0,0
B104094,North-East,D06,Vaccine,0.61,101.3,0.3,0,0.0,0
B104095,North-East,D24,Antibiotic,0.31,96.8,0.4,0,12.9,0
B104096,North,D01,Cardiac,0.69,99.5,5.8,0,16.4,0
B104097,North,D18,Analgesic,0.81,101.5,,0,15.5,0
B104098,North-East,D19,Antidiabetic,0.09,101.5,1.3,0,11.9,0
B104099,Central,D02,Antibiotic,0.8,98.7,3.8,0,16.8,0
B104100,East,D04,Vaccine,0.98,97.8,1.1,0,3.7,0
B104101,South,D09,Vaccine,0.25,100.5,0.0,0,0.0,0
B104102,West,D21,Cardiac,0.83,97.1,5.8,0,0.0,0
B104103,Central,D13,Cardiac,0.89,102.8,1.7,0,0.0,0
B104104,Central,D16,Antidiabetic,0.15,100.3,1.7,0,0.0,0
B104105,North-East,D19,Vaccine,0.15,98.5,3.3,0,0.0,0
B104106,East,D20,Analgesic,0.96,97.7,1.6,0,1.5,0
B104107,West,D11,Antibiotic,0.73,98.6,0.0,0,12.2,0
B104108,North-East,D12,Vaccine,0.71,96.6,0.4,0,10.1,0
B104109,West,D17,Vaccine,0.78,101.1,1.3,0,18.6,0
B104110,North-East,D06,Analgesic,0.54,75.7,12.9,0,24.1,1
B104111,West,D21,Analgesic,0.85,100.9,2.3,0,10.6,0
B104112,North,D01,Vaccine,0.71,101.2,1.0,0,17.2,1
B104113,East,D05,Analgesic,0.58,102.1,0.3,0,4.4,0
B104114,East,D20,Cardiac,0.98,100.6,2.7,0,4.9,0
B104115,Central,D08,Antibiotic,0.75,102.5,1.8,0,17.7,0
B104116,East,D04,Vaccine,0.82,103.0,4.2,0,5.5,0
B104117,East,D05,Cardiac,0.52,100.6,1.3,0,18.0,0
B104118,Central,D13,Cardiac,0.89,100.7,4.3,0,,0
B104119,West,D21,Cardiac,0.86,98.8,1.6,0,19.3,0
B104120,Central,D02,Antibiotic,0.76,97.8,0.2,0,16.8,0
B104121,North,D01,Analgesic,0.69,102.8,2.7,0,1.3,0
B104122,West,D11,Antidiabetic,0.81,101.3,2.9,0,5.8,0
B104123,South,D23,Vaccine,0.76,101.5,3.2,0,0.0,0
B104124,North,D07,Analgesic,0.93,95.9,4.4,0,4.5,0
B104125,South,D23,Antidiabetic,0.85,103.6,1.6,0,0.0,0
B104126,East,D22,Antibiotic,0.7,99.5,3.6,0,0.0,0
B104127,North,D07,Cardiac,0.79,98.2,4.0,0,0.0,0
B104128,East,D20,Antidiabetic,0.98,98.7,3.4,0,15.3,0
B104129,West,D17,Antibiotic,0.76,103.5,0.5,0,0.0,0
B104130,North-East,D12,Cardiac,0.57,97.6,4.8,0,17.6,0
B104131,North,D10,Analgesic,0.77,98.3,0.3,0,14.4,0
B104132,East,D20,Antidiabetic,0.96,106.4,1.1,0,,0
B104133,East,D20,Antidiabetic,0.83,102.1,0.1,0,10.4,0
B104134,North,D18,Antidiabetic,0.72,98.4,25.5,0,19.5,0
B104135,North-East,D24,Antibiotic,0.32,97.6,2.3,0,0.0,0
B104136,West,D11,Cardiac,0.74,96.3,0.6,0,17.6,0
B104137,East,D20,Antidiabetic,0.89,100.2,0.8,0,29.3,0
B104138,West,D21,Analgesic,0.8,101.6,,0,6.2,0
B104139,East,D05,Analgesic,0.44,103.3,0.6,1,7.6,0
B104140,North,D01,Antibiotic,0.73,95.8,7.0,0,1.6,0
B104141,North,D10,Antidiabetic,0.79,97.1,3.8,0,8.5,0
B104142,West,D21,Antibiotic,0.8,99.7,0.9,0,9.3,0
B104143,North,D07,Vaccine,0.8,106.1,0.8,0,0.0,0
B104144,West,D17,Antidiabetic,0.76,101.9,1.4,0,12.3,0
B104145,North,D01,Antidiabetic,0.65,100.8,1.4,0,15.8,0
B104146,Central,D08,Antidiabetic,0.64,97.3,0.4,0,1.8,0
B104147,Central,D15,Analgesic,0.74,95.3,0.2,1,5.0,0
B104148,West,D03,Antibiotic,0.7,100.1,5.8,0,13.9,0
B104149,East,D22,Analgesic,0.74,99.8,0.7,0,1.5,0
B104150,East,D04,Antibiotic,0.79,99.4,2.9,0,13.2,0
B104151,East,D22,Antidiabetic,0.77,99.2,1.7,0,10.0,0
B104152,East,D05,Analgesic,0.55,98.4,3.2,0,24.3,0
B104153,North-East,D24,Analgesic,0.29,97.8,3.5,0,7.1,0
B104154,Central,D15,Antibiotic,0.82,103.1,2.6,0,4.3,0
B104155,Central,D02,Analgesic,0.78,98.0,5.5,0,9.7,0
